bea_code,bea_desc,naics_desc,naics_code,bea_naics_desc_agg,text_clean,eio_co2
322220,Paper bag and coated and treated paper manufacturing,"Sacks, multiwall, made from purchased uncoated paper",322224,"Sacks, multiwall, made from purchased uncoated paper. Paper bag and coated treated paper manufacturing",sacks multiwall made purchased uncoated paper paper bag coated treated paper,0.76736015052534
322230,Stationery product manufacturing,Bond paper made from purchased paper,322233,Bond paper made from purchased paper. Stationery product manufacturing,bond paper made purchased paper stationery product,0.6322598356644736
322230,Stationery product manufacturing,"Construction paper, school and art, made from purchased paper",322233,"Construction paper, school and art, made from purchased paper. Stationery product manufacturing",construction paper school art made purchased paper stationery product,0.6322598356644736
322230,Stationery product manufacturing,Looseleaf fillers and paper made from purchased paper,322233,Looseleaf fillers and paper made from purchased paper. Stationery product manufacturing,looseleaf filler paper made purchased paper stationery product,0.6322598356644736
322230,Stationery product manufacturing,"Notebooks (including mechanically bound by wire, or plastics) made from purchased paper",322233,Notebooks () made from purchased paper. Stationery product manufacturing,notebook made purchased paper stationery product,0.6322598356644736
322230,Stationery product manufacturing,"Office paper (e.g., computer printer, photocopy, plain paper), cut sheet, made from purchased paper",322233,"Office paper (), cut sheet, made from purchased paper. Stationery product manufacturing",office paper  cut sheet made purchased paper stationery product,0.6322598356644736
322230,Stationery product manufacturing,"Pads, desk, made from purchased paper",322233,"Pads, desk, made from purchased paper. Stationery product manufacturing",pads desk made purchased paper stationery product,0.6322598356644736
322230,Stationery product manufacturing,Stationery made from purchased paper,322233,Stationery made from purchased paper. product manufacturing,stationery made purchased paper product,0.6322598356644736
322230,Stationery product manufacturing,"Tablets (e.g., memo, note, writing) made from purchased paper",322233,Tablets () made from purchased paper. Stationery product manufacturing,tablet made purchased paper stationery product,0.6322598356644736
322230,Stationery product manufacturing,"Writing paper and envelopes, boxed sets, made from purchased paper",322233,"Writing paper and envelopes, boxed sets, made from purchased paper. Stationery product manufacturing",writing paper envelopes boxed sets made purchased paper stationery product,0.6322598356644736
322230,Stationery product manufacturing,"Writing paper, cut sheet, made from purchased paper",322233,"Writing paper, cut sheet, made from purchased paper. Stationery product manufacturing",writing paper cut sheet made purchased paper stationery product,0.6322598356644736
322291,Sanitary paper product manufacturing,"Diapers, disposable, made from purchased paper or textile fiber",322291,"Diapers, disposable, made from purchased paper or textile fiber. Sanitary product manufacturing",diapers disposable made purchased paper textile fiber sanitary product,0.7565185521110305
322291,Sanitary paper product manufacturing,Facial tissues made from purchased paper,322291,Facial tissues made from purchased paper. Sanitary paper product manufacturing,facial tissue made purchased paper sanitary paper product,0.7565185521110305
322291,Sanitary paper product manufacturing,"Handkerchiefs, paper, made from purchased paper",322291,"Handkerchiefs, paper, made from purchased paper. Sanitary paper product manufacturing",handkerchiefs paper made purchased paper sanitary paper product,0.7565185521110305
322291,Sanitary paper product manufacturing,"Napkins, table, made from purchased paper",322291,"Napkins, table, made from purchased paper. Sanitary paper product manufacturing",napkins table made purchased paper sanitary paper product,0.7565185521110305
322291,Sanitary paper product manufacturing,"Pads, incontinent and bed, manufacturing",322291,"Pads, incontinent and bed, manufacturing. Sanitary paper product manufacturing",pads incontinent bed sanitary paper product,0.7565185521110305
322291,Sanitary paper product manufacturing,Paper napkins and tablecloths made from purchased paper,322291,Paper napkins and tablecloths made from purchased paper. Sanitary paper product manufacturing,paper napkin tablecloth made purchased paper sanitary paper product,0.7565185521110305
322291,Sanitary paper product manufacturing,Paper towels made from purchased paper,322291,Paper towels made from purchased paper. Sanitary paper product manufacturing,paper towel made purchased paper sanitary paper product,0.7565185521110305
322291,Sanitary paper product manufacturing,Sanitary napkins and tampons made from purchased paper or textile fiber,322291,Sanitary napkins and tampons made from purchased paper or textile fiber. product manufacturing,sanitary napkin tampon made purchased paper textile fiber product,0.7565185521110305
322291,Sanitary paper product manufacturing,Sanitary products made from purchased sanitary paper stock,322291,Sanitary products made from purchased sanitary paper stock. product manufacturing,sanitary product made purchased sanitary paper stock product,0.7565185521110305
322291,Sanitary paper product manufacturing,"Tablecloths, paper, made from purchased paper",322291,"Tablecloths, paper, made from purchased paper. Sanitary paper product manufacturing",tablecloths paper made purchased paper sanitary paper product,0.7565185521110305
322291,Sanitary paper product manufacturing,Toilet paper made from purchased paper,322291,Toilet paper made from purchased paper. Sanitary product manufacturing,toilet paper made purchased paper sanitary product,0.7565185521110305
322291,Sanitary paper product manufacturing,"Towels, paper, made from purchased paper",322291,"Towels, paper, made from purchased paper. Sanitary paper product manufacturing",towels paper made purchased paper sanitary paper product,0.7565185521110305
322299,All other converted paper product manufacturing,"Cards, die-cut (except office supply) made from purchased paper or paperboard",322299,"Cards, die-cut () made from purchased paper or paperboard. All other converted product manufacturing",cards die cut made purchased paper paperboard converted product,0.6754740883855367
322299,All other converted paper product manufacturing,"Cartons, egg, molded pulp manufacturing",322299,"Cartons, egg, molded pulp manufacturing. All other converted paper product manufacturing",cartons egg molded pulp converted paper product,0.6754740883855367
322299,All other converted paper product manufacturing,Cigarette paper made from purchased paper,322299,Cigarette paper made from purchased paper. All other converted product manufacturing,cigarette paper made purchased paper converted product,0.6754740883855367
322299,All other converted paper product manufacturing,"Cigarette paper, book, made from purchased paper",322299,"Cigarette paper, book, made from purchased paper. All other converted paper product manufacturing",cigarette paper book made purchased paper converted paper product,0.6754740883855367
322299,All other converted paper product manufacturing,Coffee filters made from purchased paper,322299,Coffee filters made from purchased paper. All other converted paper product manufacturing,coffee filter made purchased paper converted paper product,0.6754740883855367
322299,All other converted paper product manufacturing,Confetti made from purchased paper,322299,Confetti made from purchased paper. All other converted paper product manufacturing,confetti made purchased paper converted paper product,0.6754740883855367
322299,All other converted paper product manufacturing,Crepe paper made from purchased paper,322299,Crepe paper made from purchased paper. All other converted product manufacturing,crepe paper made purchased paper converted product,0.6754740883855367
322299,All other converted paper product manufacturing,"Cups, molded pulp, manufacturing",322299,"Cups, molded pulp, manufacturing. All other converted paper product manufacturing",cups molded pulp converted paper product,0.6754740883855367
322299,All other converted paper product manufacturing,Die-cut paper products (except for office use) made from purchased paper or paperboard,322299,Die-cut paper products () made from purchased or paperboard. All other converted product manufacturing,die cut paper product made purchased paperboard converted product,0.6754740883855367
322299,All other converted paper product manufacturing,"Doilies, paper, made from purchased paper",322299,"Doilies, paper, made from purchased paper. All other converted paper product manufacturing",doilies paper made purchased paper converted paper product,0.6754740883855367
322299,All other converted paper product manufacturing,"Filters, paper, made from purchased paper",322299,"Filters, paper, made from purchased paper. All other converted paper product manufacturing",filters paper made purchased paper converted paper product,0.6754740883855367
322299,All other converted paper product manufacturing,Food containers made from molded pulp,322299,Food containers made from molded pulp. All other converted paper product manufacturing,food container made molded pulp converted paper product,0.6754740883855367
322299,All other converted paper product manufacturing,"Food trays, molded pulp, manufacturing",322299,"Food trays, molded pulp, manufacturing. All other converted paper product manufacturing",food trays molded pulp converted paper product,0.6754740883855367
322299,All other converted paper product manufacturing,Glassine wrapping paper made from purchased paper,322299,Glassine wrapping paper made from purchased paper. All other converted product manufacturing,glassine wrapping paper made purchased paper converted product,0.6754740883855367
322299,All other converted paper product manufacturing,Hats made from purchased paper,322299,Hats made from purchased paper. All other converted paper product manufacturing,hat made purchased paper converted paper product,0.6754740883855367
322299,All other converted paper product manufacturing,"Insulating batts, fills, or blankets made from purchased paper",322299,"Insulating batts, fills, or blankets made from purchased paper. All other converted paper product manufacturing",insulating batts fills blanket made purchased paper converted paper product,0.6754740883855367
322299,All other converted paper product manufacturing,"Molded pulp products (e.g., egg cartons, food containers, food trays) manufacturing",322299,Molded pulp products () manufacturing. All other converted paper product manufacturing,molded pulp product converted paper product,0.6754740883855367
322299,All other converted paper product manufacturing,"Paper dishes (e.g., cups, plates) made from molded pulp",322299,Paper dishes () made from molded pulp. All other converted paper product manufacturing,paper dish made molded pulp converted paper product,0.6754740883855367
322299,All other converted paper product manufacturing,Paper novelties made from purchased paper,322299,Paper novelties made from purchased paper. All other converted paper product manufacturing,paper novelty made purchased paper converted paper product,0.6754740883855367
322299,All other converted paper product manufacturing,"Paper products (except office supply), die-cut, made from purchased paper or paperboard",322299,"Paper products (), die-cut, made from purchased paper or paperboard. All other converted product manufacturing",paper product  die cut made purchased paper paperboard converted product,0.6754740883855367
322299,All other converted paper product manufacturing,"Photograph folders, mats, and mounts manufacturing",322299,"Photograph folders, mats, and mounts manufacturing. All other converted paper product manufacturing",photograph folders mats mount converted paper product,0.6754740883855367
322299,All other converted paper product manufacturing,"Plates, molded pulp, manufacturing",322299,"Plates, molded pulp, manufacturing. All other converted paper product manufacturing",plates molded pulp converted paper product,0.6754740883855367
322299,All other converted paper product manufacturing,"Pulp products, molded, manufacturing",322299,"Pulp products, molded, manufacturing. All other converted paper product manufacturing",pulp products molded converted paper product,0.6754740883855367
322299,All other converted paper product manufacturing,"Trays, food, molded pulp, manufacturing",322299,"Trays, food, molded pulp, manufacturing. All other converted paper product manufacturing",trays food molded pulp converted paper product,0.6754740883855367
324190,Other petroleum and coal products manufacturing,"Boulets (i.e., fuel bricks) made from refined petroleum",324199,Boulets () made from refined petroleum. Other petroleum and coal products manufacturing,boulets made refined petroleum petroleum coal product,0.958807722016608
324190,Other petroleum and coal products manufacturing,"Briquettes, petroleum, made from refined petroleum",324199,"Briquettes, petroleum, made from refined petroleum. Other petroleum and coal products manufacturing",briquettes petroleum made refined petroleum petroleum coal product,0.958807722016608
324190,Other petroleum and coal products manufacturing,Calcining petroleum coke from refined petroleum,324199,Calcining petroleum coke from refined petroleum. Other and coal products manufacturing,calcining petroleum coke refined petroleum coal product,0.958807722016608
324190,Other petroleum and coal products manufacturing,"Coke oven products (e.g., coke, gases, tars) made in coke oven establishments",324199,Coke oven products () made in coke establishments. Other petroleum and coal manufacturing,coke oven product made coke establishments petroleum coal,0.958807722016608
324190,Other petroleum and coal products manufacturing,Fuel briquettes or boulets made from refined petroleum,324199,Fuel briquettes or boulets made from refined petroleum. Other petroleum and coal products manufacturing,fuel briquette boulets made refined petroleum petroleum coal product,0.958807722016608
324190,Other petroleum and coal products manufacturing,Oil-based additives made from refined petroleum,324199,Oil-based additives made from refined petroleum. Other petroleum and coal products manufacturing,oil based additive made refined petroleum petroleum coal product,0.958807722016608
324190,Other petroleum and coal products manufacturing,Petroleum jelly made from refined petroleum,324199,Petroleum jelly made from refined petroleum. Other petroleum and coal products manufacturing,petroleum jelly made refined petroleum petroleum coal product,0.958807722016608
324190,Other petroleum and coal products manufacturing,Petroleum waxes made from refined petroleum,324199,Petroleum waxes made from refined petroleum. Other petroleum and coal products manufacturing,petroleum wax made refined petroleum petroleum coal product,0.958807722016608
324190,Other petroleum and coal products manufacturing,Road oils made from refined petroleum,324199,Road oils made from refined petroleum. Other petroleum and coal products manufacturing,road oil made refined petroleum petroleum coal product,0.958807722016608
324190,Other petroleum and coal products manufacturing,"Waxes, petroleum, made from refined petroleum",324199,"Waxes, petroleum, made from refined petroleum. Other petroleum and coal products manufacturing",waxes petroleum made refined petroleum petroleum coal product,0.958807722016608
325130,Synthetic dye and pigment manufacturing,"Acid dyes, synthetic organic, manufacturing",325132,"Acid dyes, synthetic organic, manufacturing. Synthetic dye and pigment manufacturing",acid dyes synthetic organic synthetic dye pigment,1.693206057908408
325130,Synthetic dye and pigment manufacturing,Anthraquinone dyes manufacturing,325132,Anthraquinone dyes manufacturing. Synthetic dye and pigment manufacturing,anthraquinone dye synthetic dye pigment,1.693206057908408
325130,Synthetic dye and pigment manufacturing,Azine dyes manufacturing,325132,Azine dyes manufacturing. Synthetic dye and pigment manufacturing,azine dye synthetic dye pigment,1.693206057908408
325130,Synthetic dye and pigment manufacturing,Azo dyes manufacturing,325132,Azo dyes manufacturing. Synthetic dye and pigment manufacturing,azo dye synthetic dye pigment,1.693206057908408
325130,Synthetic dye and pigment manufacturing,"Color pigments, organic (except animal black, bone black), manufacturing",325132,"Color pigments, organic (), manufacturing. Synthetic dye and pigment manufacturing",color pigments organic  synthetic dye pigment,1.693206057908408
325130,Synthetic dye and pigment manufacturing,Direct dyes manufacturing,325132,Direct dyes manufacturing. Synthetic dye and pigment manufacturing,direct dye synthetic dye pigment,1.693206057908408
325130,Synthetic dye and pigment manufacturing,Disperse dyes manufacturing,325132,Disperse dyes manufacturing. Synthetic dye and pigment manufacturing,disperse dye synthetic dye pigment,1.693206057908408
325130,Synthetic dye and pigment manufacturing,"Dyes, synthetic organic, manufacturing",325132,"Dyes, synthetic organic, manufacturing. Synthetic dye and pigment manufacturing",dyes synthetic organic synthetic dye pigment,1.693206057908408
325130,Synthetic dye and pigment manufacturing,Eosin dyes manufacturing,325132,Eosin dyes manufacturing. Synthetic dye and pigment manufacturing,eosin dye synthetic dye pigment,1.693206057908408
325130,Synthetic dye and pigment manufacturing,Fluorescent dyes manufacturing,325132,Fluorescent dyes manufacturing. Synthetic dye and pigment manufacturing,fluorescent dye synthetic dye pigment,1.693206057908408
325130,Synthetic dye and pigment manufacturing,"Food coloring, synthetic, manufacturing",325132,"Food coloring, synthetic, manufacturing. Synthetic dye and pigment manufacturing",food coloring synthetic synthetic dye pigment,1.693206057908408
325130,Synthetic dye and pigment manufacturing,"Lakes (i.e., organic pigments) manufacturing",325132,Lakes () manufacturing. Synthetic dye and pigment manufacturing,lake synthetic dye pigment,1.693206057908408
325130,Synthetic dye and pigment manufacturing,Methyl violet toners manufacturing,325132,Methyl violet toners manufacturing. Synthetic dye and pigment manufacturing,methyl violet toner synthetic dye pigment,1.693206057908408
325130,Synthetic dye and pigment manufacturing,Mordant dyes manufacturing,325132,Mordant dyes manufacturing. Synthetic dye and pigment manufacturing,mordant dye synthetic dye pigment,1.693206057908408
325130,Synthetic dye and pigment manufacturing,Nitroso dyes manufacturing,325132,Nitroso dyes manufacturing. Synthetic dye and pigment manufacturing,nitroso dye synthetic dye pigment,1.693206057908408
325130,Synthetic dye and pigment manufacturing,"Organic pigments, dyes, lakes, and toners manufacturing",325132,"Organic pigments, dyes, lakes, and toners manufacturing. Synthetic dye pigment manufacturing",organic pigments dyes lakes toner synthetic dye pigment,1.693206057908408
325130,Synthetic dye and pigment manufacturing,Pararosaniline dyes manufacturing,325132,Pararosaniline dyes manufacturing. Synthetic dye and pigment manufacturing,pararosaniline dye synthetic dye pigment,1.693206057908408
325130,Synthetic dye and pigment manufacturing,Peacock blue lake manufacturing,325132,Peacock blue lake manufacturing. Synthetic dye and pigment manufacturing,peacock blue lake synthetic dye pigment,1.693206057908408
325130,Synthetic dye and pigment manufacturing,Persian orange lake manufacturing,325132,Persian orange lake manufacturing. Synthetic dye and pigment manufacturing,persian orange lake synthetic dye pigment,1.693206057908408
325130,Synthetic dye and pigment manufacturing,Phosphomolybdic acid lakes and toners manufacturing,325132,Phosphomolybdic acid lakes and toners manufacturing. Synthetic dye pigment manufacturing,phosphomolybdic acid lake toner synthetic dye pigment,1.693206057908408
325130,Synthetic dye and pigment manufacturing,Phosphotungstic acid lakes and toners manufacturing,325132,Phosphotungstic acid lakes and toners manufacturing. Synthetic dye pigment manufacturing,phosphotungstic acid lake toner synthetic dye pigment,1.693206057908408
325130,Synthetic dye and pigment manufacturing,Phthalocyanine pigments manufacturing,325132,Phthalocyanine pigments manufacturing. Synthetic dye and pigment manufacturing,phthalocyanine pigment synthetic dye pigment,1.693206057908408
325130,Synthetic dye and pigment manufacturing,"Pigment, scarlet lake, manufacturing",325132,"Pigment, scarlet lake, manufacturing. Synthetic dye and pigment manufacturing",pigment scarlet lake synthetic dye pigment,1.693206057908408
325130,Synthetic dye and pigment manufacturing,"Pigments (except animal black, bone black), organic, manufacturing",325132,"Pigments (), organic, manufacturing. Synthetic dye and pigment manufacturing",pigment  organic synthetic dye pigment,1.693206057908408
325130,Synthetic dye and pigment manufacturing,Scarlet 2 R lake manufacturing,325132,Scarlet 2 R lake manufacturing. Synthetic dye and pigment manufacturing,scarlet r lake synthetic dye pigment,1.693206057908408
325130,Synthetic dye and pigment manufacturing,Solvent dyes manufacturing,325132,Solvent dyes manufacturing. Synthetic dye and pigment manufacturing,solvent dye synthetic dye pigment,1.693206057908408
325130,Synthetic dye and pigment manufacturing,"Stains, biological, manufacturing",325132,"Stains, biological, manufacturing. Synthetic dye and pigment manufacturing",stains biological synthetic dye pigment,1.693206057908408
325130,Synthetic dye and pigment manufacturing,Stilbene dyes manufacturing,325132,Stilbene dyes manufacturing. Synthetic dye and pigment manufacturing,stilbene dye synthetic dye pigment,1.693206057908408
325130,Synthetic dye and pigment manufacturing,"Toners (except electrostatic, photographic) manufacturing",325132,Toners () manufacturing. Synthetic dye and pigment manufacturing,toner synthetic dye pigment,1.693206057908408
325130,Synthetic dye and pigment manufacturing,"Vat dyes, synthetic, manufacturing",325132,"Vat dyes, synthetic, manufacturing. Synthetic dye and pigment manufacturing",vat dyes synthetic synthetic dye pigment,1.693206057908408
325180,Other basic inorganic chemical manufacturing,Aluminum chloride manufacturing,325188,Aluminum chloride manufacturing. Other basic inorganic chemical manufacturing,aluminum chloride basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,"Aluminum compounds, not specified elsewhere by process, manufacturing",325188,"Aluminum compounds, not specified elsewhere by process, manufacturing. Other basic inorganic chemical manufacturing",aluminum compounds specified elsewhere process basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,"Aluminum hydroxide (i.e., alumina trihydrate) manufacturing",325188,Aluminum hydroxide () manufacturing. Other basic inorganic chemical manufacturing,aluminum hydroxide basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Aluminum sulfate manufacturing,325188,Aluminum sulfate manufacturing. Other basic inorganic chemical manufacturing,aluminum sulfate basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,"Alums (e.g., aluminum ammonium sulfate, aluminum potassium sulfate) manufacturing",325188,Alums () manufacturing. Other basic inorganic chemical manufacturing,alum basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Ammonium chloride manufacturing,325188,Ammonium chloride manufacturing. Other basic inorganic chemical manufacturing,ammonium chloride basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,"Ammonium compounds, not specified elsewhere by process, manufacturing",325188,"Ammonium compounds, not specified elsewhere by process, manufacturing. Other basic inorganic chemical manufacturing",ammonium compounds specified elsewhere process basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Ammonium hydroxide manufacturing,325188,Ammonium hydroxide manufacturing. Other basic inorganic chemical manufacturing,ammonium hydroxide basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Ammonium molybdate manufacturing,325188,Ammonium molybdate manufacturing. Other basic inorganic chemical manufacturing,ammonium molybdate basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Ammonium perchlorate manufacturing,325188,Ammonium perchlorate manufacturing. Other basic inorganic chemical manufacturing,ammonium perchlorate basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Ammonium thiosulfate manufacturing,325188,Ammonium thiosulfate manufacturing. Other basic inorganic chemical manufacturing,ammonium thiosulfate basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Antimony oxide (except pigments) manufacturing,325188,Antimony oxide () manufacturing. Other basic inorganic chemical manufacturing,antimony oxide basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Arsenates (except insecticides) manufacturing,325188,Arsenates () manufacturing. Other basic inorganic chemical manufacturing,arsenate basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,"Arsenic compounds, not specified elsewhere by process, manufacturing",325188,"Arsenic compounds, not specified elsewhere by process, manufacturing. Other basic inorganic chemical manufacturing",arsenic compounds specified elsewhere process basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Arsenites manufacturing,325188,Arsenites manufacturing. Other basic inorganic chemical manufacturing,arsenites basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,"Barium compounds, not specified elsewhere by process, manufacturing",325188,"Barium compounds, not specified elsewhere by process, manufacturing. Other basic inorganic chemical manufacturing",barium compounds specified elsewhere process basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Barium hydroxide manufacturing,325188,Barium hydroxide manufacturing. Other basic inorganic chemical manufacturing,barium hydroxide basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Beryllium oxide manufacturing,325188,Beryllium oxide manufacturing. Other basic inorganic chemical manufacturing,beryllium oxide basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,"Bleaching agents, inorganic, manufacturing",325188,"Bleaching agents, inorganic, manufacturing. Other basic inorganic chemical manufacturing",bleaching agents inorganic basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,"Borax (i.e., sodium borate) manufacturing",325188,Borax () manufacturing. Other basic inorganic chemical manufacturing,borax basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Boric acid manufacturing,325188,Boric acid manufacturing. Other basic inorganic chemical manufacturing,boric acid basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,"Boron compounds, not specified elsewhere by process, manufacturing",325188,"Boron compounds, not specified elsewhere by process, manufacturing. Other basic inorganic chemical manufacturing",boron compounds specified elsewhere process basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Borosilicate manufacturing,325188,Borosilicate manufacturing. Other basic inorganic chemical manufacturing,borosilicate basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Bromine manufacturing,325188,Bromine manufacturing. Other basic inorganic chemical manufacturing,bromine basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,"Calcium carbide, chloride, and hypochlorite manufacturing",325188,"Calcium carbide, chloride, and hypochlorite manufacturing. Other basic inorganic chemical manufacturing",calcium carbide chloride hypochlorite basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Calcium hypochlorite manufacturing,325188,Calcium hypochlorite manufacturing. Other basic inorganic chemical manufacturing,calcium hypochlorite basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,"Calcium inorganic compounds, not specified elsewhere by process, manufacturing",325188,"Calcium inorganic compounds, not specified elsewhere by process, manufacturing. Other basic chemical manufacturing",calcium inorganic compounds specified elsewhere process basic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,"Carbides (e.g., boron, calcium, silicon, tungsten) manufacturing",325188,Carbides () manufacturing. Other basic inorganic chemical manufacturing,carbide basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Carbon disulfide manufacturing,325188,Carbon disulfide manufacturing. Other basic inorganic chemical manufacturing,carbon disulfide basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Carbon inorganic compounds manufacturing,325188,Carbon inorganic compounds manufacturing. Other basic chemical manufacturing,carbon inorganic compound basic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Carbonic acid manufacturing,325188,Carbonic acid manufacturing. Other basic inorganic chemical manufacturing,carbonic acid basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Cerium salts manufacturing,325188,Cerium salts manufacturing. Other basic inorganic chemical manufacturing,cerium salt basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,"Cesium and cesium compounds, not specified elsewhere by process, manufacturing",325188,"Cesium and cesium compounds, not specified elsewhere by process, manufacturing. Other basic inorganic chemical manufacturing",cesium cesium compounds specified elsewhere process basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Chloride of lime manufacturing,325188,Chloride of lime manufacturing. Other basic inorganic chemical manufacturing,chloride lime basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,"Chlorine compounds, not specified elsewhere by process, manufacturing",325188,"Chlorine compounds, not specified elsewhere by process, manufacturing. Other basic inorganic chemical manufacturing",chlorine compounds specified elsewhere process basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Chlorine dioxide manufacturing,325188,Chlorine dioxide manufacturing. Other basic inorganic chemical manufacturing,chlorine dioxide basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Chlorosulfonic acid manufacturing,325188,Chlorosulfonic acid manufacturing. Other basic inorganic chemical manufacturing,chlorosulfonic acid basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Chromic acid manufacturing,325188,Chromic acid manufacturing. Other basic inorganic chemical manufacturing,chromic acid basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,"Chromium compounds, not specified elsewhere by process, manufacturing",325188,"Chromium compounds, not specified elsewhere by process, manufacturing. Other basic inorganic chemical manufacturing",chromium compounds specified elsewhere process basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Chromium oxide manufacturing,325188,Chromium oxide manufacturing. Other basic inorganic chemical manufacturing,chromium oxide basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Chromium salts manufacturing,325188,Chromium salts manufacturing. Other basic inorganic chemical manufacturing,chromium salt basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,"Cobalt 60 (i.e., radioactive cobalt) manufacturing",325188,Cobalt 60 () manufacturing. Other basic inorganic chemical manufacturing,cobalt  basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Cobalt chloride manufacturing,325188,Cobalt chloride manufacturing. Other basic inorganic chemical manufacturing,cobalt chloride basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,"Cobalt compounds, not specified elsewhere by process, manufacturing",325188,"Cobalt compounds, not specified elsewhere by process, manufacturing. Other basic inorganic chemical manufacturing",cobalt compounds specified elsewhere process basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Cobalt sulfate manufacturing,325188,Cobalt sulfate manufacturing. Other basic inorganic chemical manufacturing,cobalt sulfate basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Copper chloride manufacturing,325188,Copper chloride manufacturing. Other basic inorganic chemical manufacturing,copper chloride basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,"Copper compounds, not specified elsewhere by process, manufacturing",325188,"Copper compounds, not specified elsewhere by process, manufacturing. Other basic inorganic chemical manufacturing",copper compounds specified elsewhere process basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Copper iodide manufacturing,325188,Copper iodide manufacturing. Other basic inorganic chemical manufacturing,copper iodide basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Copper sulfate manufacturing,325188,Copper sulfate manufacturing. Other basic inorganic chemical manufacturing,copper sulfate basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Cyanides manufacturing,325188,Cyanides manufacturing. Other basic inorganic chemical manufacturing,cyanide basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,"Deuterium oxide (i.e., heavy water) manufacturing",325188,Deuterium oxide () manufacturing. Other basic inorganic chemical manufacturing,deuterium oxide basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Dichromates manufacturing,325188,Dichromates manufacturing. Other basic inorganic chemical manufacturing,dichromate basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Ferric chloride manufacturing,325188,Ferric chloride manufacturing. Other basic inorganic chemical manufacturing,ferric chloride basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Ferric oxide manufacturing,325188,Ferric oxide manufacturing. Other basic inorganic chemical manufacturing,ferric oxide basic inorganic chemical,0.8638353947619072
